7,16,30,221.618183,358.62611
7,16,40,221.618781,358.62669
7,16,41,221.618867,358.626691
7,16,42,221.618952,358.626806
7,16,43,221.619038,358.626807
7,16,44,221.619209,358.626924
7,16,45,221.619295,358.626924
7,16,46,221.619295,358.626924
7,16,47,221.619381,358.626925
7,16,48,221.616603,358.630239
7,16,49,221.616253,358.630926
7,16,50,221.615819,358.631498
7,16,51,221.615469,358.632185
7,16,52,221.62222,358.63753
7,16,53,221.622295,358.638911
7,16,54,221.609465,358.651923
7,16,55,221.607983,358.654442
7,16,56,221.606328,358.65719
7,16,57,221.604843,358.660054
7,16,58,221.60336,358.662803
7,16,59,221.601355,358.666123
7,17,0,221.600131,358.668759
7,17,1,221.598818,358.671624
7,17,2,221.597763,358.674492
7,17,3,221.597052,358.677477
7,17,4,221.614959,358.707182
7,17,5,221.615779,358.71225
7,17,6,221.615407,358.715698
7,17,7,221.61591,358.717313
7,17,8,221.616153,358.71927
7,17,9,221.616135,358.721571
7,17,10,221.616346,358.727439
7,17,11,221.61605,358.732153
7,17,12,221.615583,358.736866
7,17,13,221.615029,358.741693
7,17,14,221.614475,358.746405
7,17,15,221.615783,358.754927
7,17,16,221.615991,358.761256
7,17,17,221.616204,358.766894
7,17,18,221.616159,358.77253
7,17,19,221.616545,358.77817
7,17,20,221.616931,358.783695
7,17,21,221.61723,358.789334
7,17,22,221.61753,358.794858
7,17,23,221.614616,358.793684
7,17,24,221.61617,358.792891
7,17,25,221.616068,358.794846
7,17,26,221.615967,358.796801
7,17,27,221.61595,358.798871
7,17,28,221.616272,358.801634
7,17,29,221.615822,358.804162
7,17,30,221.616483,358.807503
7,17,31,221.615678,358.811522
7,17,32,221.617695,358.81729
7,17,33,221.61749,358.821545
7,17,34,221.617371,358.825685
7,17,35,221.617423,358.829942
7,17,36,221.617133,358.833965
7,17,37,221.617016,358.837876
7,17,38,221.617069,358.842017
7,17,39,221.616958,358.845122
7,17,40,221.616324,358.849143
7,17,41,221.61663,358.853977
7,17,42,221.617374,358.857664
7,17,43,221.617342,358.86169
7,17,44,221.617399,358.865371
7,17,45,221.617459,358.868593
7,17,46,221.617524,358.871239
7,17,47,221.617416,358.873999
7,17,48,221.61826,358.876076
7,17,49,221.618153,358.878721
7,17,50,221.617957,358.88171
7,17,51,221.617588,358.884813
7,17,52,221.616959,358.888259
7,17,53,221.617182,358.892632
7,17,54,221.616636,358.896424
7,17,55,221.616176,358.900216
7,17,56,221.615631,358.903893
7,17,57,221.614654,358.907797
7,17,58,221.613763,358.911701
7,17,59,221.613044,358.915606
7,18,0,221.608021,358.920167
7,18,1,221.606785,358.924299
7,18,2,221.605547,358.928545
7,18,3,221.604396,358.932792
7,18,4,221.603501,358.937156
7,18,5,221.60286,358.942097
7,18,6,221.595361,358.944454
7,18,7,221.595475,358.951702
7,18,8,221.59466,358.956872
7,18,9,221.593909,358.964803
7,18,10,221.593178,358.970319
7,18,11,221.592702,358.976066
7,18,12,221.592568,358.982047
7,18,13,221.593374,358.98884
7,18,14,221.59418,358.995634
